Query,Sentiment
What's the time?,Neutral
Can I ask you something?,Neutral
I need some information.,Neutral
I need some information.,Neutral
I need some information.,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
I need some assistance.,Neutral
What's the time?,Neutral
I need a bit of help.,Neutral
Can you help me?,Neutral
Just a quick question.,Neutral
I need a bit of help.,Neutral
I need a bit of help.,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
I need some assistance.,Neutral
Could you explain this?,Neutral
Can you help me?,Neutral
Could you provide more details?,Neutral
Just a quick question.,Neutral
Could you provide more details?,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Just a quick question.,Neutral
I need a bit of help.,Neutral
I have a question.,Neutral
What's the time?,Neutral
Can I ask you something?,Neutral
I have a question.,Neutral
I need some information.,Neutral
I need some assistance.,Neutral
I need a bit of help.,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Could you provide more details?,Neutral
Just a quick question.,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
I need a bit of help.,Neutral
Just a quick question.,Neutral
Just a quick question.,Neutral
I need a bit of help.,Neutral
Can you help me?,Neutral
Just a quick question.,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
What's the time?,Neutral
Could you provide more details?,Neutral
Could you provide more details?,Neutral
I need some assistance.,Neutral
I need some assistance.,Neutral
Can you help me?,Neutral
What's the time?,Neutral
What's the time?,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
What's the time?,Neutral
Can you help me?,Neutral
I need some information.,Neutral
I need a bit of help.,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
Could you explain this?,Neutral
Can I ask you something?,Neutral
I need some assistance.,Neutral
What's the time?,Neutral
I need some assistance.,Neutral
Could you provide more details?,Neutral
I need some assistance.,Neutral
Just a quick question.,Neutral
Just a quick question.,Neutral
I need some information.,Neutral
Can you help me?,Neutral
What's the time?,Neutral
What's the time?,Neutral
Just a quick question.,Neutral
Can you help me?,Neutral
I need some information.,Neutral
Could you provide more details?,Neutral
Can I ask you something?,Neutral
Could you explain this?,Neutral
Can I ask you something?,Neutral
Just a quick question.,Neutral
Can I ask you something?,Neutral
Could you explain this?,Neutral
Could you provide more details?,Neutral
I have a question.,Neutral
I need a bit of help.,Neutral
I need some information.,Neutral
I need some assistance.,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
Could you provide more details?,Neutral
Just a quick question.,Neutral
Can I ask you something?,Neutral
I need a bit of help.,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
Can you help me?,Neutral
Can you help me?,Neutral
I have a question.,Neutral
Could you provide more details?,Neutral
I have a question.,Neutral
What's the time?,Neutral
Could you provide more details?,Neutral
Could you provide more details?,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Can you help me?,Neutral
Can I ask you something?,Neutral
Could you explain this?,Neutral
What's the time?,Neutral
What's the time?,Neutral
Could you explain this?,Neutral
I need a bit of help.,Neutral
I have a question.,Neutral
I need a bit of help.,Neutral
I need a bit of help.,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
Can you help me?,Neutral
Could you explain this?,Neutral
Can you help me?,Neutral
Can I ask you something?,Neutral
I need some information.,Neutral
I need some assistance.,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
Could you explain this?,Neutral
Could you provide more details?,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
Can you help me?,Neutral
I need some assistance.,Neutral
What's the time?,Neutral
Just a quick question.,Neutral
Can I ask you something?,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
I need a bit of help.,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
Could you provide more details?,Neutral
Could you provide more details?,Neutral
Just a quick question.,Neutral
Just a quick question.,Neutral
Can I ask you something?,Neutral
What's the time?,Neutral
Can I ask you something?,Neutral
I need a bit of help.,Neutral
Can I ask you something?,Neutral
I need some assistance.,Neutral
I need some assistance.,Neutral
I need a bit of help.,Neutral
I need a bit of help.,Neutral
Could you explain this?,Neutral
Can I ask you something?,Neutral
I need some assistance.,Neutral
I have a question.,Neutral
I have a question.,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
Can you help me?,Neutral
I need some assistance.,Neutral
Can I ask you something?,Neutral
Could you explain this?,Neutral
Could you explain this?,Neutral
What's the time?,Neutral
Can I ask you something?,Neutral
Can you help me?,Neutral
What's the time?,Neutral
I need a bit of help.,Neutral
Just a quick question.,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
I need some information.,Neutral
I need a bit of help.,Neutral
Can I ask you something?,Neutral
Can you help me?,Neutral
What's the time?,Neutral
Could you explain this?,Neutral
What's the time?,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
I need some assistance.,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
I need some assistance.,Neutral
I need a bit of help.,Neutral
Could you explain this?,Neutral
I need some assistance.,Neutral
Can I ask you something?,Neutral
I need a bit of help.,Neutral
Can you help me?,Neutral
Just a quick question.,Neutral
I need some information.,Neutral
I have a question.,Neutral
Could you provide more details?,Neutral
I have a question.,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
What's the time?,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
Can you help me?,Neutral
I need some assistance.,Neutral
Can you help me?,Neutral
Could you provide more details?,Neutral
I need some assistance.,Neutral
I need some assistance.,Neutral
Could you explain this?,Neutral
What's the time?,Neutral
I have a question.,Neutral
I need a bit of help.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
What's the time?,Neutral
What's the time?,Neutral
What's the time?,Neutral
I need some information.,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
I have a question.,Neutral
Can I ask you something?,Neutral
Just a quick question.,Neutral
What's the time?,Neutral
I have a question.,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
I need a bit of help.,Neutral
What's the time?,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
I need some assistance.,Neutral
Just a quick question.,Neutral
Could you provide more details?,Neutral
Could you explain this?,Neutral
Could you provide more details?,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
Can I ask you something?,Neutral
I need some information.,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
I need some assistance.,Neutral
Just a quick question.,Neutral
Could you provide more details?,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
Could you explain this?,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
Just a quick question.,Neutral
Can you help me?,Neutral
Just a quick question.,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
I have a question.,Neutral
Just a quick question.,Neutral
I need some assistance.,Neutral
I have a question.,Neutral
I have a question.,Neutral
Just a quick question.,Neutral
Could you provide more details?,Neutral
